100;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[18];50;1000;0.08676121936006902;0.049274966568392156;0.913238780639931
101;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[18];50;500;0.09033711895111024;0.05463205725856589;0.9096628810488898
102;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[18];150;1000;0.09547046894745713;0.061466417983770186;0.9045295310525429
103;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[18];150;500;0.05263316363570964;0.03840072246517016;0.9473668363642903
104;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[18];250;1000;0.053505094996139715;0.037534786343687815;0.9464949050038602
105;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[18];250;500;0.07807651755859994;0.045187069065385235;0.9219234824414001
106;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[36];50;1000;0.041415965392271124;0.029797242413378198;0.9585840346077289
107;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[36];50;500;0.052569099360871285;0.04181975943018282;0.9474309006391287
108;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[36];150;1000;0.08108428808427581;0.05188221152567485;0.9189157119157242
109;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[36];150;500;0.05575577429135022;0.04022963123100922;0.9442442257086497
110;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[36];250;1000;0.07963215975894362;0.04002081181548853;0.9203678402410563
111;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);1;[36];250;500;0.05739811158541319;0.04327589349762076;0.9426018884145868
112;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[18, 12];50;1000;0.09584509633153292;0.06349296904511544;0.9041549036684671
113;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[18, 12];50;500;0.06855281102162923;0.05086201468016039;0.9314471889783708
114;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[18, 12];150;1000;0.08812539790734021;0.04481453711584882;0.9118746020926598
115;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[18, 12];150;500;0.077697194405521;0.05607456323987904;0.922302805594479
116;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[18, 12];250;1000;0.052009893532281325;0.034707821156029925;0.9479901064677186
117;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[18, 12];250;500;0.050833963443922915;0.035224906135454474;0.9491660365560771
118;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[36, 24];50;1000;0.1162109760188333;0.06474237228212039;0.8837890239811667
119;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[36, 24];50;500;0.09259926413501818;0.07164236403566493;0.9074007358649818
120;I_m(3)-U_b(3)-dV(3)-dV2(3)-dV3(3)-C(3);2;[36, 24];150;1000;0.05337458943048591;0.03605181354880138;0.9466254105695141
